id,article_id,date,title,summary,url,other,media,source,locations,lat,long,keywords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,483958,11/14/2022,NASA Awards Contracts for Acquisition of Liquid Hydrogen,"NASA has awarded contracts to Air Products and Chemicals Inc. of Allentown, Pennsylvania, and Linde Inc. of Danbury, Connecticut, to supply up to approximately 15 million pounds of liquid hydrogen for use at facilities across the agency. ",https://www.nasa.gov/press-release/nasa-awards-contracts-for-acquisition-of-liquid-hydrogen,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/nasa-logo-web-rgb_0.jpg,NASA,Huntsville,34.729847,-86.5859011,Allentown,Connecticut,Florida,Mississippi,Danbury,Cleveland,Ohio,Pennsylvania,Alabama,"Sandusky""""",nasa,liquid,space,center,contracts,air,products,chemicals,linde,"pounds""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,483927,11/11/2022,NASA Sets New Coverage for Artemis I Moon Mission Launch ,NASA Sets New Coverage for Artemis I Moon Mission Launch ,https://www.nasa.gov/press-release/nasa-sets-new-coverage-for-artemis-i-moon-mission-launch,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/nhq202211110003.jpg,NASA,Brevard County,28.2100203,-80.7997185,U.S.,"Florida""""",nasa,launch,coverage,mission,media,artemis,tv,nov,available,"p.m.""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,483922,11/11/2022,NASA to Brief Status of Artemis I Moon Mission Today,NASA to Brief Status of Artemis I Moon Mission Today,https://www.nasa.gov/press-release/nasa-to-brief-status-of-artemis-i-moon-mission-today,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/artemisi111122.jpg,NASA,Washington,38.8950368,-77.0365427,cheryl.m.warner@nasa.gov,"Florida""""",nasa,artemis,media,exploration,florida,moon,rocket,spacecraft,launch,"agency""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,483917,11/11/2022,"NASA, ULA Successfully Launch Weather Satellite, Re-entry Tech Demo","NASA successfully launched the third in a series of polar-orbiting weather satellites for the National Oceanic and Atmospheric Administration (NOAA) at 1:49 a.m. PST Thursday, as well as an agency technology demonstration on a United Launch Alliance Atlas",https://www.nasa.gov/press-release/nasa-ula-successfully-launch-weather-satellite-re-entry-tech-demo,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/52490305672_0aab4fc589_o.jpeg,NASA,JPSS2,,,Edwards,Huntsville,Florida,California,U.S.,Hampton,Alabama,Virginia,Titan,"Hawaii""""",nasa,launch,noaa,loftid,space,satellite,earth,flight,technology,"mission""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,483908,11/10/2022,Pioneering Astronaut Bob Behnken Retires from NASA,"NASA astronaut and former U.S. Air Force Col. Bob Behnken is retiring from NASA after 22 years of service. His last day with the agency is Friday, Nov. 11.",https://www.nasa.gov/press-release/pioneering-astronaut-bob-behnken-retires-from-nasa,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/behnken_atro_retires.jpg,NASA,St Ann,38.72814435,-90.38790816,California,St. Louis,Pasadena,Missouri,the United States,Houston,Behnken,"Maryland Heights""""",nasa,space,astronaut,flight,station,behnken,mission,bob,agency,"spacex""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,483903,11/10/2022,NASA to Brief Media on First Earth Water-Monitoring Satellite Mission,"NASA will host a virtual media briefing at 10:30 a.m. EST (7:30 a.m. PST) Nov. 14, at the agency’s Jet Propulsion Laboratory in Southern California, to discuss the upcoming launch of the Surface Water and Ocean Topography (SWOT) satellite.",https://www.nasa.gov/press-release/nasa-to-brief-media-on-first-earth-water-monitoring-satellite-mission,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/1-swot_l-30_media_advisory_iss.jpeg,NASA,California,36.7014631,-118.755997,"Australia""""",swot,space,nasa,agency,water,satellite,earth,ocean,media,"briefing""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,483845,11/7/2022,"NASA Updates Coverage of JPSS-2 Weather Satellite, LOFTID Tech Demo",NASA will provide coverage of the upcoming prelaunch and launch activities for the National Oceanic and Atmospheric Administration’s (NOAA’s) Joint Polar Satellite System-2 (JPSS-2) mission and NASA’s Low-Earth Orbit Flight Test of an Inflatable Decelerat,https://www.nasa.gov/press-release/nasa-updates-coverage-of-jpss-2-weather-satellite-loftid-tech-demo,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/jpss2_for_advisory.jpg,NASA,JPSS2,,,@NASAEarth,@NASAGoddard,California,@NOAASatellites,Hampton,Virginia,"Titan""""",nasa,launch,loftid,noaa,coverage,tv,media,space,a.m.,"nov""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,483820,11/7/2022,NASA Administrator Names Glenn Research Center Director,"NASA Administrator Bill Nelson named Dr. Jimmy Kenyon director of the agency’s Glenn Research Center in Cleveland, effective immediately.",https://www.nasa.gov/press-release/nasa-administrator-names-glenn-research-center-director,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/kenyon_20190814_mg_9468.jpg,NASA,Glenn,39.5912766,-122.3778662,Dayton,Washington,Cleveland,Ohio,"Kenyon""""",nasa,kenyon,glenn,director,research,center,program,dr,air,"space""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,483821,11/7/2022,"NASA Science, Cargo Launches on Northrop Grumman Resupply Mission ","A Northrop Grumman Cygnus resupply spacecraft is on its way to the International Space Station with more than 8,200 pounds of science investigations and cargo after launching at 5:27 a.m. EST Monday from NASA’s Wallops Flight Facility in Virginia. ",https://www.nasa.gov/press-release/nasa-science-cargo-launches-on-northrop-grumman-resupply-mission-0,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/ng_cygnus_rocket_nov_7_resupply_mission_0.jpg,NASA,Zimbabwe,-18.4554963,29.7468414,Japan,Wallops,Uganda,ZIMSAT-1,PEARLAFRICASAT-1,"Virginia""""",space,nasa,station,cygnus,spacecraft,earth,northrop,grumman,human,"microgravity""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,483815,11/4/2022,"NASA, USAID Partnership Strengthens Global Development","NASA and the U.S. Agency for International Development (USAID) signed an agreement Friday strengthening the collaboration between the two agencies, including efforts that advance the federal response to climate change.",https://www.nasa.gov/press-release/nasa-usaid-partnership-strengthens-global-development,,https://www.nasa.gov/sites/default/files/styles/full_width/public/thumbnails/image/nelson_and_power_mou_usaid_signing.jpg,NASA,Washington,38.8950368,-77.0365427,"U.S.""""",nasa,usaid,science,data,program,mou,agencies,globe,servir,"administrator""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
